fill	ymin	ymax	xmin	xmax	showSelected1
#0000FF	0.05	0.06	5.05	7.45	49
#0000FF	0.06	0.07	5.05	7.45	49
#0000FF	0.07	0.08	5.05	7.45	49
#0000FF	0.08	0.09	5.05	7.45	49
#0000FF	0.09	0.1	5.05	7.45	49
#0000FF	0.1	0.11	5.05	7.45	49
#0000FF	0.11	0.12	5.05	7.45	49
#0000FF	0.12	0.13	5.05	7.45	49
#0000FF	0.13	0.14	5.05	7.45	49
#0000FF	0.14	0.15	5.05	7.45	49
#0000FF	0.15	0.16	5.05	7.45	49
#0000FF	0.16	0.17	5.05	7.45	49
#0000FF	0.17	0.18	5.05	7.45	49
#0000FF	0.18	0.19	5.05	7.45	49
#0000FF	0.19	0.2	5.05	7.45	49
#0000FF	0.2	0.21	5.05	7.45	49
#0000FF	0.21	0.22	5.05	7.45	49
#000000	0	0.01	0.05	2.45	50
#000000	0.01	0.02	0.05	2.45	50
#000000	0.02	0.03	0.05	2.45	50
#000000	0.03	0.04	0.05	2.45	50
#000000	0.04	0.05	0.05	2.45	50
#000000	0.05	0.06	0.05	2.45	50
#000000	0.06	0.07	0.05	2.45	50
#000000	0.07	0.08	0.05	2.45	50
#000000	0.08	0.09	0.05	2.45	50
#000000	0.09	0.1	0.05	2.45	50
#000000	0.1	0.11	0.05	2.45	50
#000000	0.11	0.12	0.05	2.45	50
#000000	0.12	0.13	0.05	2.45	50
#000000	0.13	0.14	0.05	2.45	50
#000000	0.14	0.15	0.05	2.45	50
#000000	0.15	0.16	0.05	2.45	50
#000000	0.16	0.17	0.05	2.45	50
#000000	0.17	0.18	0.05	2.45	50
#000000	0.18	0.19	0.05	2.45	50
#000000	0.19	0.2	0.05	2.45	50
#000000	0.2	0.21	0.05	2.45	50
#FF0000	0	0.01	2.55	4.95	50
#FF0000	0.01	0.02	2.55	4.95	50
#FF0000	0.02	0.03	2.55	4.95	50
#FF0000	0.03	0.04	2.55	4.95	50
#FF0000	0.04	0.05	2.55	4.95	50
#FF0000	0.05	0.06	2.55	4.95	50
#0000FF	0	0.01	5.05	7.45	50
#0000FF	0.01	0.02	5.05	7.45	50
#0000FF	0.02	0.03	5.05	7.45	50
#0000FF	0.03	0.04	5.05	7.45	50
#0000FF	0.04	0.05	5.05	7.45	50
#0000FF	0.05	0.06	5.05	7.45	50
#0000FF	0.06	0.07	5.05	7.45	50
#0000FF	0.07	0.08	5.05	7.45	50
#0000FF	0.08	0.09	5.05	7.45	50
#0000FF	0.09	0.1	5.05	7.45	50
#0000FF	0.1	0.11	5.05	7.45	50
#0000FF	0.11	0.12	5.05	7.45	50
#0000FF	0.12	0.13	5.05	7.45	50
#0000FF	0.13	0.14	5.05	7.45	50
#0000FF	0.14	0.15	5.05	7.45	50
#0000FF	0.15	0.16	5.05	7.45	50
#0000FF	0.16	0.17	5.05	7.45	50
#0000FF	0.17	0.18	5.05	7.45	50
#0000FF	0.18	0.19	5.05	7.45	50
#0000FF	0.19	0.2	5.05	7.45	50
#0000FF	0.2	0.21	5.05	7.45	50
#0000FF	0.21	0.22	5.05	7.45	50
#0000FF	0.22	0.23	5.05	7.45	50
#000000	0	0.01	0.05	2.45	51
#000000	0.01	0.02	0.05	2.45	51
#000000	0.02	0.03	0.05	2.45	51
#000000	0.03	0.04	0.05	2.45	51
#000000	0.04	0.05	0.05	2.45	51
#000000	0.05	0.06	0.05	2.45	51
#000000	0.06	0.07	0.05	2.45	51
#000000	0.07	0.08	0.05	2.45	51
#000000	0.08	0.09	0.05	2.45	51
#000000	0.09	0.1	0.05	2.45	51
#000000	0.1	0.11	0.05	2.45	51
#000000	0.11	0.12	0.05	2.45	51
#000000	0.12	0.13	0.05	2.45	51
#000000	0.13	0.14	0.05	2.45	51
#000000	0.14	0.15	0.05	2.45	51
#000000	0.15	0.16	0.05	2.45	51
#000000	0.16	0.17	0.05	2.45	51
#000000	0.17	0.18	0.05	2.45	51
#000000	0.18	0.19	0.05	2.45	51
#000000	0.19	0.2	0.05	2.45	51
#000000	0.2	0.21	0.05	2.45	51
#000000	0.21	0.22	0.05	2.45	51
#FF0000	0	0.01	2.55	4.95	51
#FF0000	0.01	0.02	2.55	4.95	51
#FF0000	0.02	0.03	2.55	4.95	51
#FF0000	0.03	0.04	2.55	4.95	51
#FF0000	0.04	0.05	2.55	4.95	51
#FF0000	0.05	0.06	2.55	4.95	51
#0000FF	0	0.01	5.05	7.45	51
#0000FF	0.01	0.02	5.05	7.45	51
#0000FF	0.02	0.03	5.05	7.45	51
#0000FF	0.03	0.04	5.05	7.45	51
#0000FF	0.04	0.05	5.05	7.45	51
#0000FF	0.05	0.06	5.05	7.45	51
#0000FF	0.06	0.07	5.05	7.45	51
#0000FF	0.07	0.08	5.05	7.45	51
#0000FF	0.08	0.09	5.05	7.45	51
#0000FF	0.09	0.1	5.05	7.45	51
#0000FF	0.1	0.11	5.05	7.45	51
#0000FF	0.11	0.12	5.05	7.45	51
#0000FF	0.12	0.13	5.05	7.45	51
#0000FF	0.13	0.14	5.05	7.45	51
#0000FF	0.14	0.15	5.05	7.45	51
#0000FF	0.15	0.16	5.05	7.45	51
#0000FF	0.16	0.17	5.05	7.45	51
#0000FF	0.17	0.18	5.05	7.45	51
#0000FF	0.18	0.19	5.05	7.45	51
#0000FF	0.19	0.2	5.05	7.45	51
#0000FF	0.2	0.21	5.05	7.45	51
#0000FF	0.21	0.22	5.05	7.45	51
#0000FF	0.22	0.23	5.05	7.45	51
#000000	0	0.01	0.05	2.45	52
#000000	0.01	0.02	0.05	2.45	52
#000000	0.02	0.03	0.05	2.45	52
#000000	0.03	0.04	0.05	2.45	52
#000000	0.04	0.05	0.05	2.45	52
#000000	0.05	0.06	0.05	2.45	52
#000000	0.06	0.07	0.05	2.45	52
#000000	0.07	0.08	0.05	2.45	52
#000000	0.08	0.09	0.05	2.45	52
#000000	0.09	0.1	0.05	2.45	52
#000000	0.1	0.11	0.05	2.45	52
#000000	0.11	0.12	0.05	2.45	52
#000000	0.12	0.13	0.05	2.45	52
#000000	0.13	0.14	0.05	2.45	52
#000000	0.14	0.15	0.05	2.45	52
#000000	0.15	0.16	0.05	2.45	52
#000000	0.16	0.17	0.05	2.45	52
#000000	0.17	0.18	0.05	2.45	52
#000000	0.18	0.19	0.05	2.45	52
#000000	0.19	0.2	0.05	2.45	52
#000000	0.2	0.21	0.05	2.45	52
#000000	0.21	0.22	0.05	2.45	52
#000000	0.22	0.23	0.05	2.45	52
#FF0000	0	0.01	2.55	4.95	52
#FF0000	0.01	0.02	2.55	4.95	52
#FF0000	0.02	0.03	2.55	4.95	52
#FF0000	0.03	0.04	2.55	4.95	52
#FF0000	0.04	0.05	2.55	4.95	52
#FF0000	0.05	0.06	2.55	4.95	52
#0000FF	0	0.01	5.05	7.45	52
#0000FF	0.01	0.02	5.05	7.45	52
#0000FF	0.02	0.03	5.05	7.45	52
#0000FF	0.03	0.04	5.05	7.45	52
#0000FF	0.04	0.05	5.05	7.45	52
#0000FF	0.05	0.06	5.05	7.45	52
#0000FF	0.06	0.07	5.05	7.45	52
#0000FF	0.07	0.08	5.05	7.45	52
#0000FF	0.08	0.09	5.05	7.45	52
#0000FF	0.09	0.1	5.05	7.45	52
#0000FF	0.1	0.11	5.05	7.45	52
#0000FF	0.11	0.12	5.05	7.45	52
#0000FF	0.12	0.13	5.05	7.45	52
#0000FF	0.13	0.14	5.05	7.45	52
#0000FF	0.14	0.15	5.05	7.45	52
#0000FF	0.15	0.16	5.05	7.45	52
#0000FF	0.16	0.17	5.05	7.45	52
#0000FF	0.17	0.18	5.05	7.45	52
#0000FF	0.18	0.19	5.05	7.45	52
#0000FF	0.19	0.2	5.05	7.45	52
#0000FF	0.2	0.21	5.05	7.45	52
#0000FF	0.21	0.22	5.05	7.45	52
#0000FF	0.22	0.23	5.05	7.45	52
#000000	0	0.01	0.05	2.45	53
#000000	0.01	0.02	0.05	2.45	53
#000000	0.02	0.03	0.05	2.45	53
#000000	0.03	0.04	0.05	2.45	53
#000000	0.04	0.05	0.05	2.45	53
#000000	0.05	0.06	0.05	2.45	53
#000000	0.06	0.07	0.05	2.45	53
#000000	0.07	0.08	0.05	2.45	53
#000000	0.08	0.09	0.05	2.45	53
#000000	0.09	0.1	0.05	2.45	53
#000000	0.1	0.11	0.05	2.45	53
#000000	0.11	0.12	0.05	2.45	53
#000000	0.12	0.13	0.05	2.45	53
#000000	0.13	0.14	0.05	2.45	53
#000000	0.14	0.15	0.05	2.45	53
#000000	0.15	0.16	0.05	2.45	53
#000000	0.16	0.17	0.05	2.45	53
#000000	0.17	0.18	0.05	2.45	53
#000000	0.18	0.19	0.05	2.45	53
#000000	0.19	0.2	0.05	2.45	53
#000000	0.2	0.21	0.05	2.45	53
#000000	0.21	0.22	0.05	2.45	53
#000000	0.22	0.23	0.05	2.45	53
#FF0000	0	0.01	2.55	4.95	53
#FF0000	0.01	0.02	2.55	4.95	53
#FF0000	0.02	0.03	2.55	4.95	53
#FF0000	0.03	0.04	2.55	4.95	53
#FF0000	0.04	0.05	2.55	4.95	53
#FF0000	0.05	0.06	2.55	4.95	53
#0000FF	0	0.01	5.05	7.45	53
#0000FF	0.01	0.02	5.05	7.45	53
#0000FF	0.02	0.03	5.05	7.45	53
#0000FF	0.03	0.04	5.05	7.45	53
#0000FF	0.04	0.05	5.05	7.45	53
#0000FF	0.05	0.06	5.05	7.45	53
#0000FF	0.06	0.07	5.05	7.45	53
#0000FF	0.07	0.08	5.05	7.45	53
#0000FF	0.08	0.09	5.05	7.45	53
#0000FF	0.09	0.1	5.05	7.45	53
#0000FF	0.1	0.11	5.05	7.45	53
#0000FF	0.11	0.12	5.05	7.45	53
#0000FF	0.12	0.13	5.05	7.45	53
#0000FF	0.13	0.14	5.05	7.45	53
#0000FF	0.14	0.15	5.05	7.45	53
#0000FF	0.15	0.16	5.05	7.45	53
#0000FF	0.16	0.17	5.05	7.45	53
#0000FF	0.17	0.18	5.05	7.45	53
#0000FF	0.18	0.19	5.05	7.45	53
#0000FF	0.19	0.2	5.05	7.45	53
#0000FF	0.2	0.21	5.05	7.45	53
#0000FF	0.21	0.22	5.05	7.45	53
#0000FF	0.22	0.23	5.05	7.45	53
#0000FF	0.23	0.24	5.05	7.45	53
#000000	0	0.01	0.05	2.45	54
#000000	0.01	0.02	0.05	2.45	54
#000000	0.02	0.03	0.05	2.45	54
#000000	0.03	0.04	0.05	2.45	54
#000000	0.04	0.05	0.05	2.45	54
#000000	0.05	0.06	0.05	2.45	54
#000000	0.06	0.07	0.05	2.45	54
#000000	0.07	0.08	0.05	2.45	54
#000000	0.08	0.09	0.05	2.45	54
#000000	0.09	0.1	0.05	2.45	54
#000000	0.1	0.11	0.05	2.45	54
#000000	0.11	0.12	0.05	2.45	54
#000000	0.12	0.13	0.05	2.45	54
#000000	0.13	0.14	0.05	2.45	54
#000000	0.14	0.15	0.05	2.45	54
#000000	0.15	0.16	0.05	2.45	54
#000000	0.16	0.17	0.05	2.45	54
#000000	0.17	0.18	0.05	2.45	54
#000000	0.18	0.19	0.05	2.45	54
#000000	0.19	0.2	0.05	2.45	54
#000000	0.2	0.21	0.05	2.45	54
#000000	0.21	0.22	0.05	2.45	54
#000000	0.22	0.23	0.05	2.45	54
#000000	0.23	0.24	0.05	2.45	54
#FF0000	0	0.01	2.55	4.95	54
#FF0000	0.01	0.02	2.55	4.95	54
#FF0000	0.02	0.03	2.55	4.95	54
#FF0000	0.03	0.04	2.55	4.95	54
#FF0000	0.04	0.05	2.55	4.95	54
#FF0000	0.05	0.06	2.55	4.95	54
#0000FF	0	0.01	5.05	7.45	54
#0000FF	0.01	0.02	5.05	7.45	54
#0000FF	0.02	0.03	5.05	7.45	54
#0000FF	0.03	0.04	5.05	7.45	54
#0000FF	0.04	0.05	5.05	7.45	54
#0000FF	0.05	0.06	5.05	7.45	54
#0000FF	0.06	0.07	5.05	7.45	54
#0000FF	0.07	0.08	5.05	7.45	54
#0000FF	0.08	0.09	5.05	7.45	54
#0000FF	0.09	0.1	5.05	7.45	54
#0000FF	0.1	0.11	5.05	7.45	54
#0000FF	0.11	0.12	5.05	7.45	54
#0000FF	0.12	0.13	5.05	7.45	54
#0000FF	0.13	0.14	5.05	7.45	54
#0000FF	0.14	0.15	5.05	7.45	54
#0000FF	0.15	0.16	5.05	7.45	54
#0000FF	0.16	0.17	5.05	7.45	54
#0000FF	0.17	0.18	5.05	7.45	54
#0000FF	0.18	0.19	5.05	7.45	54
#0000FF	0.19	0.2	5.05	7.45	54
#0000FF	0.2	0.21	5.05	7.45	54
#0000FF	0.21	0.22	5.05	7.45	54
#0000FF	0.22	0.23	5.05	7.45	54
#0000FF	0.23	0.24	5.05	7.45	54
#000000	0	0.01	0.05	2.45	55
#000000	0.01	0.02	0.05	2.45	55
#000000	0.02	0.03	0.05	2.45	55
#000000	0.03	0.04	0.05	2.45	55
#000000	0.04	0.05	0.05	2.45	55
#000000	0.05	0.06	0.05	2.45	55
#000000	0.06	0.07	0.05	2.45	55
#000000	0.07	0.08	0.05	2.45	55
#000000	0.08	0.09	0.05	2.45	55
#000000	0.09	0.1	0.05	2.45	55
#000000	0.1	0.11	0.05	2.45	55
#000000	0.11	0.12	0.05	2.45	55
#000000	0.12	0.13	0.05	2.45	55
#000000	0.13	0.14	0.05	2.45	55
#000000	0.14	0.15	0.05	2.45	55
#000000	0.15	0.16	0.05	2.45	55
#000000	0.16	0.17	0.05	2.45	55
#000000	0.17	0.18	0.05	2.45	55
#000000	0.18	0.19	0.05	2.45	55
#000000	0.19	0.2	0.05	2.45	55
#000000	0.2	0.21	0.05	2.45	55
#000000	0.21	0.22	0.05	2.45	55
#000000	0.22	0.23	0.05	2.45	55
#000000	0.23	0.24	0.05	2.45	55
#FF0000	0	0.01	2.55	4.95	55
#FF0000	0.01	0.02	2.55	4.95	55
#FF0000	0.02	0.03	2.55	4.95	55
#FF0000	0.03	0.04	2.55	4.95	55
#FF0000	0.04	0.05	2.55	4.95	55
#FF0000	0.05	0.06	2.55	4.95	55
#0000FF	0	0.01	5.05	7.45	55
#0000FF	0.01	0.02	5.05	7.45	55
#0000FF	0.02	0.03	5.05	7.45	55
#0000FF	0.03	0.04	5.05	7.45	55
#0000FF	0.04	0.05	5.05	7.45	55
#0000FF	0.05	0.06	5.05	7.45	55
#0000FF	0.06	0.07	5.05	7.45	55
#0000FF	0.07	0.08	5.05	7.45	55
#0000FF	0.08	0.09	5.05	7.45	55
#0000FF	0.09	0.1	5.05	7.45	55
#0000FF	0.1	0.11	5.05	7.45	55
#0000FF	0.11	0.12	5.05	7.45	55
#0000FF	0.12	0.13	5.05	7.45	55
#0000FF	0.13	0.14	5.05	7.45	55
#0000FF	0.14	0.15	5.05	7.45	55
#0000FF	0.15	0.16	5.05	7.45	55
#0000FF	0.16	0.17	5.05	7.45	55
#0000FF	0.17	0.18	5.05	7.45	55
#0000FF	0.18	0.19	5.05	7.45	55
#0000FF	0.19	0.2	5.05	7.45	55
#0000FF	0.2	0.21	5.05	7.45	55
#0000FF	0.21	0.22	5.05	7.45	55
#0000FF	0.22	0.23	5.05	7.45	55
#0000FF	0.23	0.24	5.05	7.45	55
#0000FF	0.24	0.25	5.05	7.45	55
#000000	0	0.01	0.05	2.45	56
#000000	0.01	0.02	0.05	2.45	56
#000000	0.02	0.03	0.05	2.45	56
#000000	0.03	0.04	0.05	2.45	56
#000000	0.04	0.05	0.05	2.45	56
#000000	0.05	0.06	0.05	2.45	56
#000000	0.06	0.07	0.05	2.45	56
#000000	0.07	0.08	0.05	2.45	56
#000000	0.08	0.09	0.05	2.45	56
#000000	0.09	0.1	0.05	2.45	56
#000000	0.1	0.11	0.05	2.45	56
#000000	0.11	0.12	0.05	2.45	56
#000000	0.12	0.13	0.05	2.45	56
#000000	0.13	0.14	0.05	2.45	56
#000000	0.14	0.15	0.05	2.45	56
#000000	0.15	0.16	0.05	2.45	56
#000000	0.16	0.17	0.05	2.45	56
#000000	0.17	0.18	0.05	2.45	56
#000000	0.18	0.19	0.05	2.45	56
#000000	0.19	0.2	0.05	2.45	56
#000000	0.2	0.21	0.05	2.45	56
#000000	0.21	0.22	0.05	2.45	56
#000000	0.22	0.23	0.05	2.45	56
#000000	0.23	0.24	0.05	2.45	56
#000000	0.24	0.25	0.05	2.45	56
#FF0000	0	0.01	2.55	4.95	56
#FF0000	0.01	0.02	2.55	4.95	56
#FF0000	0.02	0.03	2.55	4.95	56
#FF0000	0.03	0.04	2.55	4.95	56
#FF0000	0.04	0.05	2.55	4.95	56
#FF0000	0.05	0.06	2.55	4.95	56
#0000FF	0	0.01	5.05	7.45	56
#0000FF	0.01	0.02	5.05	7.45	56
#0000FF	0.02	0.03	5.05	7.45	56
#0000FF	0.03	0.04	5.05	7.45	56
#0000FF	0.04	0.05	5.05	7.45	56
#0000FF	0.05	0.06	5.05	7.45	56
#0000FF	0.06	0.07	5.05	7.45	56
#0000FF	0.07	0.08	5.05	7.45	56
#0000FF	0.08	0.09	5.05	7.45	56
#0000FF	0.09	0.1	5.05	7.45	56
#0000FF	0.1	0.11	5.05	7.45	56
#0000FF	0.11	0.12	5.05	7.45	56
#0000FF	0.12	0.13	5.05	7.45	56
#0000FF	0.13	0.14	5.05	7.45	56
#0000FF	0.14	0.15	5.05	7.45	56
#0000FF	0.15	0.16	5.05	7.45	56
#0000FF	0.16	0.17	5.05	7.45	56
#0000FF	0.17	0.18	5.05	7.45	56
#0000FF	0.18	0.19	5.05	7.45	56
#0000FF	0.19	0.2	5.05	7.45	56
#0000FF	0.2	0.21	5.05	7.45	56
#0000FF	0.21	0.22	5.05	7.45	56
#0000FF	0.22	0.23	5.05	7.45	56
#0000FF	0.23	0.24	5.05	7.45	56
#0000FF	0.24	0.25	5.05	7.45	56
#000000	0	0.01	0.05	2.45	57
#000000	0.01	0.02	0.05	2.45	57
#000000	0.02	0.03	0.05	2.45	57
#000000	0.03	0.04	0.05	2.45	57
#000000	0.04	0.05	0.05	2.45	57
#000000	0.05	0.06	0.05	2.45	57
#000000	0.06	0.07	0.05	2.45	57
#000000	0.07	0.08	0.05	2.45	57
#000000	0.08	0.09	0.05	2.45	57
#000000	0.09	0.1	0.05	2.45	57
#000000	0.1	0.11	0.05	2.45	57
#000000	0.11	0.12	0.05	2.45	57
#000000	0.12	0.13	0.05	2.45	57
#000000	0.13	0.14	0.05	2.45	57
#000000	0.14	0.15	0.05	2.45	57
#000000	0.15	0.16	0.05	2.45	57
#000000	0.16	0.17	0.05	2.45	57
#000000	0.17	0.18	0.05	2.45	57
#000000	0.18	0.19	0.05	2.45	57
#000000	0.19	0.2	0.05	2.45	57
#000000	0.2	0.21	0.05	2.45	57
#000000	0.21	0.22	0.05	2.45	57
#000000	0.22	0.23	0.05	2.45	57
#000000	0.23	0.24	0.05	2.45	57
#000000	0.24	0.25	0.05	2.45	57
#000000	0.25	0.26	0.05	2.45	57
#FF0000	0	0.01	2.55	4.95	57
#FF0000	0.01	0.02	2.55	4.95	57
#FF0000	0.02	0.03	2.55	4.95	57
#FF0000	0.03	0.04	2.55	4.95	57
#FF0000	0.04	0.05	2.55	4.95	57
#FF0000	0.05	0.06	2.55	4.95	57
#0000FF	0	0.01	5.05	7.45	57
#0000FF	0.01	0.02	5.05	7.45	57
#0000FF	0.02	0.03	5.05	7.45	57
#0000FF	0.03	0.04	5.05	7.45	57
#0000FF	0.04	0.05	5.05	7.45	57
#0000FF	0.05	0.06	5.05	7.45	57
#0000FF	0.06	0.07	5.05	7.45	57
#0000FF	0.07	0.08	5.05	7.45	57
#0000FF	0.08	0.09	5.05	7.45	57
#0000FF	0.09	0.1	5.05	7.45	57
#0000FF	0.1	0.11	5.05	7.45	57
#0000FF	0.11	0.12	5.05	7.45	57
#0000FF	0.12	0.13	5.05	7.45	57
#0000FF	0.13	0.14	5.05	7.45	57
#0000FF	0.14	0.15	5.05	7.45	57
#0000FF	0.15	0.16	5.05	7.45	57
#0000FF	0.16	0.17	5.05	7.45	57
#0000FF	0.17	0.18	5.05	7.45	57
#0000FF	0.18	0.19	5.05	7.45	57
#0000FF	0.19	0.2	5.05	7.45	57
#0000FF	0.2	0.21	5.05	7.45	57
#0000FF	0.21	0.22	5.05	7.45	57
#0000FF	0.22	0.23	5.05	7.45	57
#0000FF	0.23	0.24	5.05	7.45	57
#0000FF	0.24	0.25	5.05	7.45	57
#000000	0	0.01	0.05	2.45	58
#000000	0.01	0.02	0.05	2.45	58
#000000	0.02	0.03	0.05	2.45	58
#000000	0.03	0.04	0.05	2.45	58
#000000	0.04	0.05	0.05	2.45	58
#000000	0.05	0.06	0.05	2.45	58
#000000	0.06	0.07	0.05	2.45	58
#000000	0.07	0.08	0.05	2.45	58
#000000	0.08	0.09	0.05	2.45	58
#000000	0.09	0.1	0.05	2.45	58
#000000	0.1	0.11	0.05	2.45	58
#000000	0.11	0.12	0.05	2.45	58
#000000	0.12	0.13	0.05	2.45	58
#000000	0.13	0.14	0.05	2.45	58
#000000	0.14	0.15	0.05	2.45	58
#000000	0.15	0.16	0.05	2.45	58
#000000	0.16	0.17	0.05	2.45	58
#000000	0.17	0.18	0.05	2.45	58
#000000	0.18	0.19	0.05	2.45	58
#000000	0.19	0.2	0.05	2.45	58
#000000	0.2	0.21	0.05	2.45	58
#000000	0.21	0.22	0.05	2.45	58
#000000	0.22	0.23	0.05	2.45	58
#000000	0.23	0.24	0.05	2.45	58
#000000	0.24	0.25	0.05	2.45	58
#000000	0.25	0.26	0.05	2.45	58
#FF0000	0	0.01	2.55	4.95	58
#FF0000	0.01	0.02	2.55	4.95	58
#FF0000	0.02	0.03	2.55	4.95	58
#FF0000	0.03	0.04	2.55	4.95	58
#FF0000	0.04	0.05	2.55	4.95	58
#FF0000	0.05	0.06	2.55	4.95	58
#0000FF	0	0.01	5.05	7.45	58
#0000FF	0.01	0.02	5.05	7.45	58
#0000FF	0.02	0.03	5.05	7.45	58
#0000FF	0.03	0.04	5.05	7.45	58
#0000FF	0.04	0.05	5.05	7.45	58
#0000FF	0.05	0.06	5.05	7.45	58
#0000FF	0.06	0.07	5.05	7.45	58
#0000FF	0.07	0.08	5.05	7.45	58
#0000FF	0.08	0.09	5.05	7.45	58
#0000FF	0.09	0.1	5.05	7.45	58
#0000FF	0.1	0.11	5.05	7.45	58
#0000FF	0.11	0.12	5.05	7.45	58
#0000FF	0.12	0.13	5.05	7.45	58
#0000FF	0.13	0.14	5.05	7.45	58
#0000FF	0.14	0.15	5.05	7.45	58
#0000FF	0.15	0.16	5.05	7.45	58
#0000FF	0.16	0.17	5.05	7.45	58
#0000FF	0.17	0.18	5.05	7.45	58
#0000FF	0.18	0.19	5.05	7.45	58
#0000FF	0.19	0.2	5.05	7.45	58
#0000FF	0.2	0.21	5.05	7.45	58
#0000FF	0.21	0.22	5.05	7.45	58
#0000FF	0.22	0.23	5.05	7.45	58
#0000FF	0.23	0.24	5.05	7.45	58
#0000FF	0.24	0.25	5.05	7.45	58
#0000FF	0.25	0.26	5.05	7.45	58
#000000	0	0.01	0.05	2.45	59
#000000	0.01	0.02	0.05	2.45	59
#000000	0.02	0.03	0.05	2.45	59
#000000	0.03	0.04	0.05	2.45	59
#000000	0.04	0.05	0.05	2.45	59
#000000	0.05	0.06	0.05	2.45	59
#000000	0.06	0.07	0.05	2.45	59
#000000	0.07	0.08	0.05	2.45	59
#000000	0.08	0.09	0.05	2.45	59
#000000	0.09	0.1	0.05	2.45	59
#000000	0.1	0.11	0.05	2.45	59
#000000	0.11	0.12	0.05	2.45	59
#000000	0.12	0.13	0.05	2.45	59
#000000	0.13	0.14	0.05	2.45	59
#000000	0.14	0.15	0.05	2.45	59
#000000	0.15	0.16	0.05	2.45	59
#000000	0.16	0.17	0.05	2.45	59
#000000	0.17	0.18	0.05	2.45	59
#000000	0.18	0.19	0.05	2.45	59
#000000	0.19	0.2	0.05	2.45	59
#000000	0.2	0.21	0.05	2.45	59
#000000	0.21	0.22	0.05	2.45	59
#000000	0.22	0.23	0.05	2.45	59
#000000	0.23	0.24	0.05	2.45	59
#000000	0.24	0.25	0.05	2.45	59
#000000	0.25	0.26	0.05	2.45	59
#FF0000	0	0.01	2.55	4.95	59
#FF0000	0.01	0.02	2.55	4.95	59
#FF0000	0.02	0.03	2.55	4.95	59
#FF0000	0.03	0.04	2.55	4.95	59
#FF0000	0.04	0.05	2.55	4.95	59
#FF0000	0.05	0.06	2.55	4.95	59
#0000FF	0	0.01	5.05	7.45	59
#0000FF	0.01	0.02	5.05	7.45	59
#0000FF	0.02	0.03	5.05	7.45	59
#0000FF	0.03	0.04	5.05	7.45	59
#0000FF	0.04	0.05	5.05	7.45	59
#0000FF	0.05	0.06	5.05	7.45	59
#0000FF	0.06	0.07	5.05	7.45	59
#0000FF	0.07	0.08	5.05	7.45	59
#0000FF	0.08	0.09	5.05	7.45	59
#0000FF	0.09	0.1	5.05	7.45	59
#0000FF	0.1	0.11	5.05	7.45	59
#0000FF	0.11	0.12	5.05	7.45	59
#0000FF	0.12	0.13	5.05	7.45	59
#0000FF	0.13	0.14	5.05	7.45	59
#0000FF	0.14	0.15	5.05	7.45	59
#0000FF	0.15	0.16	5.05	7.45	59
#0000FF	0.16	0.17	5.05	7.45	59
#0000FF	0.17	0.18	5.05	7.45	59
#0000FF	0.18	0.19	5.05	7.45	59
#0000FF	0.19	0.2	5.05	7.45	59
#0000FF	0.2	0.21	5.05	7.45	59
#0000FF	0.21	0.22	5.05	7.45	59
#0000FF	0.22	0.23	5.05	7.45	59
#0000FF	0.23	0.24	5.05	7.45	59
#0000FF	0.24	0.25	5.05	7.45	59
#0000FF	0.25	0.26	5.05	7.45	59
#0000FF	0.26	0.27	5.05	7.45	59
#000000	0	0.01	0.05	2.45	60
#000000	0.01	0.02	0.05	2.45	60
#000000	0.02	0.03	0.05	2.45	60
#000000	0.03	0.04	0.05	2.45	60
#000000	0.04	0.05	0.05	2.45	60
#000000	0.05	0.06	0.05	2.45	60
#000000	0.06	0.07	0.05	2.45	60
#000000	0.07	0.08	0.05	2.45	60
#000000	0.08	0.09	0.05	2.45	60
#000000	0.09	0.1	0.05	2.45	60
#000000	0.1	0.11	0.05	2.45	60
#000000	0.11	0.12	0.05	2.45	60
#000000	0.12	0.13	0.05	2.45	60
#000000	0.13	0.14	0.05	2.45	60
#000000	0.14	0.15	0.05	2.45	60
#000000	0.15	0.16	0.05	2.45	60
#000000	0.16	0.17	0.05	2.45	60
#000000	0.17	0.18	0.05	2.45	60
#000000	0.18	0.19	0.05	2.45	60
#000000	0.19	0.2	0.05	2.45	60
#000000	0.2	0.21	0.05	2.45	60
#000000	0.21	0.22	0.05	2.45	60
#000000	0.22	0.23	0.05	2.45	60
#000000	0.23	0.24	0.05	2.45	60
#000000	0.24	0.25	0.05	2.45	60
#000000	0.25	0.26	0.05	2.45	60
#000000	0.26	0.27	0.05	2.45	60
#FF0000	0	0.01	2.55	4.95	60
#FF0000	0.01	0.02	2.55	4.95	60
#FF0000	0.02	0.03	2.55	4.95	60
#FF0000	0.03	0.04	2.55	4.95	60
#FF0000	0.04	0.05	2.55	4.95	60
#FF0000	0.05	0.06	2.55	4.95	60
#0000FF	0	0.01	5.05	7.45	60
#0000FF	0.01	0.02	5.05	7.45	60
#0000FF	0.02	0.03	5.05	7.45	60
#0000FF	0.03	0.04	5.05	7.45	60
#0000FF	0.04	0.05	5.05	7.45	60
#0000FF	0.05	0.06	5.05	7.45	60
#0000FF	0.06	0.07	5.05	7.45	60
#0000FF	0.07	0.08	5.05	7.45	60
#0000FF	0.08	0.09	5.05	7.45	60
#0000FF	0.09	0.1	5.05	7.45	60
#0000FF	0.1	0.11	5.05	7.45	60
#0000FF	0.11	0.12	5.05	7.45	60
